Site Name,Cat_No,Trench,X coordinate,Y coordinate,Quantity,Activity category,act_cat,Material,Material detail original,Type,Sub-type,Description,Inventory number,Date,Period original,Period,Camp,Building,Gender ,Gender code,Height (cm),Length (cm),Rim diam. (cm),Base diam. (cm),Wall diam. (cm),Diam. (cm),Width (cm),Max. dim. (cm),Weight (g),Surface,Fragment section,Hardness,Fabric,Colour,Published illustration,Published references
Vetera,B0187,705,265.20359,1197.29956,1,combat dress,DE,Copper alloy,,Belt fittings,,Hinge fitting,31631,,,,,G,male,Ma,,5.5,,,,,,,,,,,,,,
Vetera,B0188,884,1010,205.94141,1,combat dress,DE,Copper alloy,,Belt fittings,,Rectangular belt plate with 4 damaged rivets.,33515,,,,,P,male,Ma,,5,,,,,2.9,,,,,,,,,
Vetera,B0189,63,497.47021,2684.00586,1,combat dress,DE,Copper alloy,,Belt fittings,,Rectangular plate from a cingulum; Hängeschurz (pendant apron??) with 4 corner rivets,19403,,,,,north gateway,male,Ma,,1.9,,,,,1.5,,,,,,,,,
Vetera,B0190,372,296.00024,234.4834,1,combat dress,DE,Copper alloy,,Belt fittings,,Rectangular plate from a cingulum Mm-Hängeschurz (pendant apron??) with 3 rivets,23197,,,,,A,male,Ma,,3.2,,,,,1.6,,,,,,,,,
Vetera,B0191,604,117.73828,783.5083,1,combat dress,DE,Copper alloy,,Belt fittings,,Small rectangular belt plate with thin gold plate.,31683,,,,,M,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0192,264,534,201.94141,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Small lunula-shaped pendant,22761,,,,,A,male?/female?,ZMa_Fe,,2.4,,,,,2.3,,,,,,,,Pl. 37,
Vetera,B0193,342,387.66675,809.60889,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Phallus pendant with ring eyelet,23093,,,,,G,male?/female?,ZMa_Fe,3,4.2,,,,,,,,,,,,,Pl. 37,
Vetera,B0194,478,136.96338,212.91187,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Small phallus pendant,25229,,,,,"street, a-H",male?/female?,ZMa_Fe,2.9,3.1,,,,,,,,,,,,,Pl. 37,
Vetera,B0195,1217,-813.5,-98.22461,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Strap eyelet with roand head plate and rectangular eylet (button-and-loop fastener),34415,,,,,Z,male?/female?,ZMa_Fe,,4.2,,,,,2.2,,,,,,,,Pl. 37,
Vetera,B0196,38,1790.45605,3378.76416,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Belt hook; strap fitting with 2 rivets.,19046,,,,A-C,Fortline A,male?,ZMa,,5.3,,,,,1.6,,,,,,,,Pl. 37,
Vetera,B0197,145,1906.54785,-66.10254,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Corroded strap hook with rectangular plate.,21101,,,,,east gateway,male?,ZMa,,3.5,,,,,1.4,,,,,,,,Pl. 37,
Vetera,B0198,212,2042.5,34.02539,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Fragment of a strap hooks with rectangular plate.,21635e,,,,,Fortline C,male?,ZMa,,3.3,,,,,2.4,,,,,,,,,
Vetera,B0199,532,-200.78865,665.52515,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,"Belt hook with stylised bull's head and damaged, long, rectangular strap attachment.",30951,,,,,J,male?,ZMa,,7.2 preserved ,,,,,2.5,,,,,,,,Pl. 37,
Vetera,B0200,750,717.3335,150.85864,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Strap hook with rectangular plate and rivet hole. ,32762,,,,,P-F,male?,ZMa,,2.1,,,,,1.3,,,,,,,,,
Vetera,B0201,1114,1573.5,-2.97461,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Hook with bird's head end ahd rectangular strap attachment with 2 rivets,33953,,,,,V,male?,ZMa,,8.7,,,,,1.4,,,,,,,,"Pl. 9, Pl. 37",
Vetera,B0202,382,346.00757,-12.08984,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Long oval strap fitting with 3 rivets,23994,,,,,central market area,male?,ZMa,0.9,6.2,,,,,0.9,,,,,,,,Pl. 37,
Vetera,B0203,599,73.5,789.27539,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Strap fitting,31589,,,,,M,male?,ZMa,,18,,,,,,,,,,,,,,
Vetera,B0204,489,57.3335,145.1084,1,combat dress,DE,Copper alloy,,Fasteners,,Thin sheet from a belt buckle(?).,25298,,,,,H,male,ZMa,,3.2,,,,,2,0.01,,,,,,,Pl. 37,
Vetera,B0205,529,-121,723.94189,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Fasteners,,Fragment from a rectangular bowed buckle plate.,31089,,,,,J,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0206,598,-19.25,782.77539,1,combat dress,DE,Copper alloy,,Fasteners,,Belt buckle plate. ,31637,,,,,M,male,ZMa,,3.6,,,,,,,,,,,,,,
Vetera,B0207,604,117.73828,783.5083,1,combat dress?,ZDE,Copper alloy,,Hinges,,Hinge. ,31681,,,,,M,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0208,604,117.73828,783.5083,1,combat dress?,ZDE,Copper alloy,,Hinges,,Hinge. ,31682,,,,,M,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0209,1356,-496.87549,-220.03467,1,combat dress?,ZDE,Copper alloy,,Hinges,,Hinge. ,3413,,,,,b,male?,ZMa,,6,,,,,,,,,,,,,,
Vetera,B0210,251,1040.76387,210.8475,1,dress,D,Copper alloy,,Medallions,medallion fastener,Damaged fastener for a glass medallion fragment. Disc with double eyelet and rectangular bent shaft.,21657c,,,,,P,male?/female?,ZMa_Fe,0.9,4.5 preserved ,,,,,3.6 preserved  ,,,,,,,,Pl. 37,
Vetera,B0212 ,416,281.16626,721.94214,2,horse equipment,H,Copper alloy,,Bridles,,2 fragments from a Hackamore,23983d,,Early Augustan,E_Aug,"B, A-C",G,N/A,U,,12.4 and 17.8 preserved ,,,,,,0.3,,,,,,,Pl. 38,
Vetera,B0212a ,25,-986.32324,1650.59326,1,horse equipment,H,Copper alloy,,Bridles,,Quadrangular oBonner Jahrb.ect with 4 corner knobs.,18925,,Early Augustan,E_Aug,,Neronian Fortifications,N/A,U,,,,,,, 2.8 x 2.8 ,0.8,,,,,,,Pl. 38,
Vetera,B0213,647,-611.25,841.27539,1,horse equipment,H,Copper alloy,,Clips and joints,,Strap divider with cast ring and 3 strap fittings,31672,,Neronian,Neronian,Neronian,N,N/A,U,, 7 (joints)  ,,,,3,,,,,,,,,Pl. 8,
Vetera,B0214,2,-347.96875,1835.67236,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment.,18178,,,,,NW area,N/A,U,,4.5 preserved,,,,,1.2,,,,,,,,Pl. 38,
Vetera,B0215,3,391.70972,2471.73462,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment with 2 rivet holes; remains of a circle decoration.,18207,,,,,north gateway,N/A,U,,4.9,,,,,2.2,,,,,,,,Pl. 38,
Vetera,B0216,38,1790.45605,3378.76416,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment.,19047,,,,A-C,Fortline A,N/A,U,,4.6,,,,,2,,,,,,,,Pl. 38,
Vetera,B0217,38,1790.45605,3378.76416,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment with 2 rivets,19048,,,,A-C,Fortline A,N/A,U,,4.3,,,,,1.9,,,,,,,,Pl. 38,
Vetera,B0218,37,-601.3916,2851.79932,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment with 2 rivets,19013,,,,,Fortline A-Neronian Fortifications,N/A,U,,7,,,,,1.8,,,,,,,,Pl. 38,
Vetera,B0219,297,504.3335,281.5637,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Slightly damaged strap attachment.,23050,,,,,A,N/A,U,,7,,,,,1.3,,,,,,,,Pl. 38,
Vetera,B0220,372,296.00024,234.4834,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Strap attachment.,23193,,,,,A,N/A,U,,5.5,,,,,1.9,,,,,,,,,
Vetera,B0221,531,-255,746.02539,1,horse equipment?,ZH,Copper alloy,,Clips and joints,,Fragment of a strap attachment.,30962,,,,,J,N/A,U,,3.8 preserved ,,,,,1.4,,,,,,,,,
Vetera,B0222,224,2660,305.27539,1,horse equipment,H,Copper alloy,,Fasteners,,Strap fitting with eyelet.,21651,,,,Claudian-Neronian,Fortline C,N/A,U,,3.8 preserved ,,,,,1.6,,,,,,,,Pl. 38,
Vetera,B0223,890,1207.75,104.27539,1,horse equipment,H,Copper alloy,,Fasteners,,Fragment of a strap border with movable suspension loop and fragment of a strap attachment.,33457,,,,,S,N/A,U,,6.6 preserved ,,,,,2,,,,,,,,Pl. 38,
Vetera,B0224,918,691,-7.47461,1,horse equipment?,ZH,Copper alloy,,Discs ,enamelled,"Roand disc fitting with central rivet hole and 2 rivets; upper side has 2 concentric circle grooves aroand a pattern of 4 leaves and 4 crosses, with the remains of red-yellow enamel inlay.",33105,,,,,via principalis east,N/A,U,,,,,,4.6,,0.3,,,,,,,Pl. 38,
Vetera,B0225,1501,-320.5,153.6084,1,horse equipment,H,Copper alloy,,Fasteners,,Strap fitting with three rivet holes,28851,,,,,a,N/A,U,,5.7,,,,,1,0.2,,,,,,,Pl. 38,
Vetera,B0227,866,,,1,horse equipment,H,Copper alloy,,Pendants,,"Lunette-shaped pendant with two end suspension loops and a small, leaf-shaped pendant in the centre; silver plated on the visible side with decorative rivets aroand the edge; eyelet above with fragment of attachment wire. ",32828,,,,,Beilage 1 (F8) ,N/A,U,11,12,,,,,,,,,,,,,Pl. 8,
Vetera,B0228,316.1,550.30662,365.21004,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Leaf-shaped pendant bent attachment and conical knob terminal.,22653,,,,A-C,A,male?/female?,ZMa_Fe,,6,,,,,4.1,0.1,,,,,,,Pl. 38,
Vetera,B0229,604,117.73828,783.5083,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Fragment of a leaf-shaped pendant.,31684,,,,,M,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,Pl. 38,
Vetera,B0230,56,377.96967,2633.75073,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Heart-shaped pendant with suspension loop, slightly damaged.",19438,,,,,north gateway,male?/female?,ZMa_Fe,,4.5,,,,,3,,,,,,,,Pl. 38,
Vetera,B0231,155,2394.00098,-918.7373,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Heart-shaped pendant with suspension loop; front side has remains of a incised vegetal ornament,21159,,,,,Fortline G,male?/female?,ZMa_Fe,,6.7 preserved ,,,,,4.8,,,,,,,,Pl. 38,
Vetera,B0232,320,479.49951,667.81714,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Badly damaged, probably heart-shaped pendant with roand knob terminal.",22717,,,,,G,male?/female?,ZMa_Fe,,4.1 preserved  ,,,,,3.8 preserved ,0.1,,,,,,,Pl. 39,
Vetera,B0233,1305,-375.43872,-408.37158,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,, Winged pendant with an elongated terminal; suspension loop broken,34414,,,,,b,male?/female?,ZMa_Fe,,5.1,,,,,4.4,,,,,,,,Pl. 39,
Vetera,B0234,19,-563.42349,273.51038,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Fragment of a phallus pendant with suspension ring;  fica and phallus broken in  middle; rear side flat.,18879,,,,,Y,male?/female?,ZMa_Fe,3.7,4 preserved ,,,,,,,,,,,,,Pl. 39,
Vetera,B0235,375,360.66675,243.60791,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Phallus pendant;  attachment ring damaged. ,21655c,,,,,A,male?/female?,ZMa_Fe,4.8,7.9,,,,,,,,,,,,,Pl. 39,
Vetera,B0236,2000,-2239.581524,-1511.634302,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Phallus pendant with attachment ring.,22541,,,,,2000,male?/female?,ZMa_Fe,3.5,6.3,,,,,,,,,,,,,Pl. 39,
Vetera,B0237,1323,,,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Phallus pendant with suspension ring.,3161,,,,,1323,male?/female?,ZMa_Fe,6.1,5.9,,,,,,,,,,,,,Pl. 39,
Vetera,B0238,1431,-387.25,118.02539,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Phallus pendant with bull's head, the eyes inlaid with dark glass paste. ",348,,,,,a,male?/female?,ZMa_Fe,4.7,7.3,,,,,,,,,,,,,Pl. 10,
Vetera,B0239,1090,1640.75,-23.72461,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Three corner, leaf-shaped pendant.",33930,,,,,via principalis east,male?/female?,ZMa_Fe,4.3,4 preserved ,,,,,,,,,,,,,Pl. 39,
Vetera,B0240,1497,-132.07886,-59.33008,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Small, rectangular pendant; anderneath thickened, with ring and lined decoration above.",3431,,,,,via principalis west,male?/female?,ZMa_Fe,2.1,,,,,,,,,,,,,,,
Vetera,B0241,598,-19.25,782.77539,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,Hook from a bird-shaped pendant with plummage indicated.,31675,,,,,M,male?/female?,ZMa_Fe,,4.3 preserved    ,,,,,1.8,,,,,,,,Pl. 39,
Vetera,B0242,761,772.5,-99.22461,1,horse equipment?,ZH,Copper alloy,,Hooks,,Hook with a right-angled suspension loop and curved bird's head terminal.,32799,,,,,F-via principaliseast,N/A,U,,7,,,,,3.4,,,,,,,,Pl. 9,
Vetera,B0243,1132,1501,39.52539,1,horse equipment?,ZH,Copper alloy,,Hooks,,Triple hook with bird's head terminals.,33778,,,,,V,N/A,U,5.7,6.8,,,,,,,,,,,,,,
Vetera,B0244,26,-975.82202,1713.59961,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Bell with rectangular suspension loop and iron clapper; one knob base missing. ,18936,,,,,Neronian Fortifications,N/A,U,6.1,,,,,,4.2 x 3.7  ,,,,,,,,Pl. 39,
Vetera,B0245,58,487.71924,2398.22705,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Fragment of a bell with rectangular suspension loop; clapper missing.,19383,,,,,north gateway,N/A,U,6.5 preserved ,,,,,,2.7 preserved   ,,,,,,,,Pl. 39,
Vetera,B0246,98,10.70153,-13.70047,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Fragment of a bell; suspension loop broken,20251b,,,,,Beilage 1 (E10) ,N/A,U,4.5 preserved  ,,,,,6.4,,,,,,,,,Pl. 39,
Vetera,B0247,212,2042.5,34.02539,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Small bell; disintegrated during conservation.,21711b,,,,,Fortline C,female?/child?,ZFe_Ch,small,,,,,,,,,,,,,,,
Vetera,B0248,388,338.66699,6.13721,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Fragment of a bell with rectangular suspension loop; clapper missing.,24160,,,,A-C [?],A,N/A,U,5.6,,,,,,,,,,,,,,,
Vetera,B0249,1006,1180.25,-168.72461,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Damaged bell with rectangular suspension loop and 3 rivet holes for attaching missing clapper.,33118,,,,,F,N/A,U,8.9,,,,,,4.5 preserved   ,,,,,,,,Pl. 39,
Vetera,B0250,1090,1640.75,-23.72461,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Fragment of a small bell with rectangular loop.,33820,,,,,via principalis east,female?/child?,ZFe_Ch,2.6,,,,,,2 preserved ,,,,,,,,,
Vetera,B0251,1203,-712.5,9.52539,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Small bell with rectangular suspension loop.,34437,,,,,Y,female?/child?,ZFe_Ch,2.5,,,,,2.3,,,,,,,,,Pl. 39,
Vetera,B0252,1348,-538.66675,-620.72461,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Bell with rectangular suspension loop; clapper missing.,3163,,,,,Z-south,N/A,U,6.8,,,,,,4.6,,,,,,,,,
Vetera,B0253,1364,-494.99976,159.6084,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Bell with iron clapper; rectangular suspension loop and four small feet,32127,,,,,a,N/A,U,9.5,,,,,,7.1 x 5.6  ,,,,,,,,Pl. 39,
Vetera,B0254,1497,-132.07886,-59.33008,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Fragment of a bell; ring and wall fragment.,3429,,,,,via principalis west,female?/child?,ZFe_Ch,2.5,,,,,,,,,,,,,,,
Vetera,B0255,1506,,,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Fragment of a small bell with rectangular suspension loop and small feet.,3433,,,,,1506,N/A,U,4.7,,,,,,3.5,,,,,,,,,
Vetera,B0256,266,613.00049,-11.72559,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Small bell.,23127,,,,,A,female?/child?,ZFe_Ch,1.2,,,,,,,,,,,,,,,
Vetera,B0257,750,717.3335,150.85864,1,horse equipment?/music?/religion?,ZH_Mu_R,Copper alloy,,Bells,,Fragment of a small bell with upright suspension loop.,32758,,,,,P-F,N/A,U,3.1,,,,,2.1,,,,,,,,,,
Vetera,B0258,831,602.25,1002.27539,1,dress?/music?,ZD_Mu,Copper alloy,,Bells,,Very small bell.,32734,,,,,G,female?/child?,ZFe_Ch,,,,,,,,,,,,,,,,
Vetera,B0259,3,391.70972,2471.73462,1,toilet,T,Copper alloy,,Mirrors,,"Mirror fragment, inner side tin or silver plated.",18207,,,,,north gateway,male?/female?,ZMa_Fe,,3.9 preserved ,,,,,2.6 preserved   ,,,,,,,,Pl. 40,
Vetera,B0260,64,-420.76367,1319.05811,1,toilet,T,Copper alloy,,Mirrors,,Fragment of a mirror disc(?).,19462,,,,,NW Area,male?/female?,ZMa_Fe,,,,,,ca. 13 ,,0.1,,,,,,,Pl. 40,
Vetera,B0261,239,2526,3322.27539,1,toilet,T,Copper alloy,,Mirrors,,Mirror fragment(?).,22540,,,,,Fortline A,male?/female?,ZMa_Fe,,4 preserved ,,,,,1.5 preserved   ,,,,,,,,,
Vetera,B0262,251,1040.76387,210.8475,1,toilet,T,Copper alloy,,Mirrors,,Mirror fragment with slightly bent over rim and thickened centre.,21476a,,,,,P,male?/female?,ZMa_Fe,,,,,,16,,0.1-0.3  ,,,,,,,Pl. 40,
Vetera,B0263,268,538.28662,304.94141,1,toilet,T,Copper alloy,,Mirrors,,Mirror fragment with slightly interrupted rim and grooved pattern of concentric circles.,23233,,,,,A,male?/female?,ZMa_Fe,,,,,,10,,0.5,,,,,,,,
Vetera,B0264,389,195,187.1499,1,toilet,T,Copper alloy,,Mirrors,,Mirror fragment(?),21618,,,,,A,male?/female?,ZMa_Fe,,5.1 preserved  ,,,,,3.7 preserved   ,,,,,,,,,
Vetera,B0265,750,717.3335,150.85864,1,toilet,T,Copper alloy,,Mirrors,,Corroded mirror fragment.,32809,,,,,P-F,male?/female?,ZMa_Fe,,8.1 preserved  ,,,,,6.4,,,,,,,,,
Vetera,B0266,308,,,1,toilet,T,Copper alloy,,Strigils,,Fragment of a strigil.,22532b,,,,A-C,308,male?/female?,ZMa_Fe,,,,,,,,,,,,,,,,
Vetera,B0267,522,-206.15259,548.20557,1,dress,D,Copper alloy,,Pins,,Pin fragment with twisted upper part; head broken.,30967,,,,,H,female,Fe,,9.5 preserved ,,,,,,0.2,,,,,,,,
Vetera,B0268,1095,1762.25,-228.97461,1,dress,D,Copper alloy,,Pins,,Pin fragment with conical head.,33740,,,,,U,female,Fe,,4.8 preserved  ,,,,Head 1.1  ,,,,,,,,,,
Vetera,B0269,1105,1608.5,-135.72461,1,dress,D,Copper alloy,,Pins,,Bent pin with spherical head.,33756,,,,,T,female,Fe,,6.8,,,,Head  0.9  ,,,,,,,,,,
Vetera,B0270,2000,-2239.581524,-1511.634302,1,dress,D,Copper alloy,,Pins,,Spherical head of a pin(?),33770,,,,,2000,female,Fe,,,,,,1.2,,,,,,,,,,
Vetera,B0271,19,-563.42349,273.51038,1,cloth-working?/toilet?,ZC_T,Copper alloy,,Needles ,,Needle fragment with beginnings of eye.,18878,,,,,Y,male?/female?,ZMa_Fe,,6 preserved ,,,,,,,,,,,,,,
Vetera,B0272,288,513.6665,-155.72461,1,cloth-working?/toilet?,ZC_T,Copper alloy,,Needles,,Needle fragment with beginnings of eye.,23043,,,,Neronian,central market area (C),male?/female?,ZMa_Fe,,9.9 preserved  ,,,,,,0.1-0.3  ,,,,,,,,
Vetera,B0273,288,513.6665,-155.72461,1,cloth-working?/toilet?,ZC_T,Copper alloy,,Needles,,"Needle fragment with large, long eye.",23043,,,,Neronian,central market area (C),male?/female?,ZMa_Fe,,12.1 preserved ,,,,,,0.3,,,,,,,Pl. 40,
Vetera,B0274,274.1,553.70215,419.60864,1,dress?/cloth-working?/toilet?,ZD_C_T,Copper alloy,,Needles or pins,,Needle fragment.,23243,,,,,B,male?/female?,ZMa_Fe,,7.8 preserved ,,,,,,0.2,,,,,,,,
Vetera,B0275,1090,1640.75,-23.72461,1,dress?/cloth-working?/toilet?,ZD_C_T,Copper alloy,,Needles or pins,,Needle fragment.,33977,,,,,via principalis east,male?/female?,ZMa_Fe,,7.2 preserved ,,,,,,0.3,,,,,,,,
Vetera,B0276,146,1932.09033,-86.63135,1,toilet,T,Copper alloy,,Probes,,"Probe fragment with thickened, rounded end.",20227e,,,,,east gateway,male?/female?,ZMa_Fe,,5.5 preserved  ,,,,,,0.1-0.4  ,,,,,,,Pl. 40,
Vetera,B0277,543,-349.78833,828.30225,1,toilet,T,Copper alloy,,Probes,,Spoon probe.,30975,,,,,K,male?/female?,ZMa_Fe,,12.6,,,,,0.9,,,,,,,,Pl. 40,
Vetera,B0278,604,117.73828,783.5083,1,toilet,T,Copper alloy,,Probes,,Probe with end bent ander.,31692,,,,,M,male?/female?,ZMa_Fe,,9,,,,,,,,,,,,,,
Vetera,B0279,653,-832.25,854.65039,1,toilet,T,Copper alloy,,Probes,,Probe,31667,,,,,N,male?/female?,ZMa_Fe,,18,,,,,,,,,,,,,,
Vetera,B0280,1101,1678.5,-135.97461,1,toilet,T,Copper alloy,,Probes,,Fragment of a probe(?),33758,,,,,T,male?/female?,ZMa_Fe,, 7.6 preserved  ,,,,,,0.5,,,,,,,,
Vetera,B0281,1129,1521.62939,-106.59521,1,toilet,T,Copper alloy,,Probes,,Fragment of a spoon probe.,33714,,,,,T,male?/female?,ZMa_Fe,,5.8 preserved ,,,,,0.5,,,,,,,,Pl. 40,
Vetera,B0282,2000,-2239.581524,-1511.634302,1,toilet,T,Copper alloy,,Probes,,Bent probe.,33745,,,,,2000,male?/female?,ZMa_Fe,,13.9,,,,,0.5,,,,,,,,,
Vetera,B0283,1497,-132.07886,-59.33008,1,toilet,T,Copper alloy,,Probes,,Probe.,3432,,,,,via principalis west,male?/female?,ZMa_Fe,,12.1,,,,,,,,,,,,,,
Vetera,B0284,36,-1010.93262,2888.77686,1,toilet,T,Copper alloy,,Tweezers,,Tweezers fragment(?),19077,,,,,Fortline A,male?/female?,ZMa_Fe,,8.2 preserved  ,,,,,0.7,,,,,,,,Pl. 40,
Vetera,B0285,278,529.0835,-93.97461,1,toilet,T,Copper alloy,,Tweezers,,Arm of tweezers with serrated end.,22536k,,,,Neronian,central market area (C),male?/female?,ZMa_Fe,,13.4,,,,,0.6,0.2,,,,,,,Pl. 40,
Vetera,B0286,1501,-320.5,153.6084,1,wood and leather working,WL,Copper alloy,,Axes,,Damaged sheath of an axe with a bent hook and spherical knob terminal.,28850,,,,,a,male,Ma,,6.3 preserved ,,,,,1.6,,,,,,,,Pl. 40,
Vetera,B0287,1501,-320.5,153.6084,1,cutting and sharpening,CS,Copper alloy,,Knives,,Damaged animal-shaped knife fitting(?); inlay for eyes missing.,28855,,,,,a,male?,ZMa,,4.9 preserved ,,,,,2,0.3,,,,,,,Pl. 11,
Vetera,B0288,882,963.33203,115.69189,1,cutting and sharpening,CS,Copper alloy,,Knives,,Handle of a iron knife with suspension loop.,33531,,,,,P,male?,ZMa,,9.1 preserved ,,,,,3.1,0.7,,,,,,,,
Vetera,B0289,59,490.71924,2282.71558,1,weighing and measuring,WM,Copper alloy,,Scales,,Thin rod with remains of an eyelet; belonging to scales(?). ,19543,,,,,north gateway,male?,ZMa,,, ,,,,,,,,,,,,,
Vetera,B0290,146,1932.09033,-86.63135,1,weighing and measuring,WM,Copper alloy,,Balances,,Fragment of a circular rod of a balance; loop with one chain link.,20227e,,,,,east gateway,male?,ZMa,,9.9 preserved ,,,,,,0.3,,,,,,,Pl. 40,
Vetera,B0291,212,2042.5,34.02539,1,weighing and measuring,WM,Copper alloy,,Steelyards,,"Beam of a steelyard, of rhomboid section, with 3 suspension loops and thickened knob terminal.",21656k,,Pre-Claudian,pre_Clau,"B, A-C, K",Fortline C,male?,ZMa,, ,,,,,,,,,,,,,Pl. 41,
Vetera,B0292,155,2394.00098,-918.7373,1,weighing and measuring,WM,Copper alloy,,Weights,,Small triple winged handled with thickened knob terminal; from the beam of a set of scales.  ,21160,,,,,Fortline G,male?,ZMa,3.3,3.9,,,,,,0.2,,,,,,,,"Bonner Jahrb. 119,1910: 300. "
Vetera,B0293,203,1660.75,94.27539,1,weighing and measuring,WM,Copper alloy,,Weights,,Acorn-shaped weight with loop and remains of a ring; mark illegible.,21111,,,,,V,male?,ZMa,,,,,,,,,,,,,,,,"Bonner Jahrb. 119,1910: 280 pl. 20,19."
Vetera,B0294,1001,1100.99365,-107.51318,1,weighing and measuring,WM,Copper alloy,,Weights,,Spherical weight with loom and suspension wire. ,33077,,,,,F,male?,ZMa,5.5,,,,,4.9,,,445,,,,,,Pl. 41,"Bonner Jahrb. 134,1929:176. RMX ."
Vetera,B0295,212,2042.5,34.02539,1,weighing and measuring,WM,Copper alloy,,Compass,,"Callipers, one arm partly broken.",21711a,,,,,Fortline C,male?,ZMa,,14.5,,,,,,0.8,,,,,,,Pl. 41,"Bonner Jahrb. 122, 1912:  405 pl. 54,18"
Vetera,B0296,3,391.70972,2471.73462,1,writing,W,Copper alloy,,Seal boxes,,ander part of a rectangular seal box with three holes; badly corroded.,18207,,,,,north gateway,male?,ZMa,0.5,1.7,,,,,1.5,,,,,,,,Pl. 41,
Vetera,B0297,388,338.66699,6.13721,1,writing,W,Copper alloy,,Seal boxes,,Upper part of a heart-shaped seal box with three holes.,24048,,,,,A,male?,ZMa,0.4,3.1,,,,,1.9,,,,,,,,Pl. 41,
Vetera,B0298,996,1175,187.60889,1,writing,W,Copper alloy,,Seal boxes,,Upper part of a rectangular seal box,33465,,,,,S,male?,ZMa,,2.6,,,,,1.4,,,,,,,,,
Vetera,B0299,1129,1521.62939,-106.59521,1,writing,W,Copper alloy,,Seal boxes,,Damaged roand seal box;1 hole in upper part and 5 in lower part.,33713,,,,,T,male?,ZMa,1,,,,,1.7,,,,,,,,,Pl. 41,
Vetera,B0307,306,538.28662,761.61182,1,writing,W,Copper alloy,,Inkwells,,Roand lid probably from an inkwell.,23327,,,,,B-G,male?,ZMa,1,,,,,3.1,,,,,,,,,,
